Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
152,Camarillo,Central Coast Valleys,6/25/2018,1900,176,0.03, ,0.00, ,81, ,1.7, ,19.4, ,75, ,15.0, ,1.8, ,242, ,25.7, 
152,Camarillo,Central Coast Valleys,6/25/2018,2000,176,0.00, ,0.00, ,2, ,1.7, ,18.0, ,81, ,14.7, ,0.9, ,253, ,25.1, 
152,Camarillo,Central Coast Valleys,6/25/2018,2100,176,0.00, ,0.00, ,0, ,1.6, ,16.9, ,86, ,14.5, ,0.5, ,234, ,24.4, 
152,Camarillo,Central Coast Valleys,6/25/2018,2200,176,0.00, ,0.00, ,0, ,1.6, ,15.6, ,89, ,13.8, ,0.5, ,234, ,23.6, 
152,Camarillo,Central Coast Valleys,6/25/2018,2300,176,0.00, ,0.00, ,0, ,1.5, ,14.3, ,94, ,13.5, ,0.5, ,305, ,22.8, 
152,Camarillo,Central Coast Valleys,6/25/2018,2400,176,0.00, ,0.00, ,0, ,1.5, ,13.5, ,98, ,13.1, ,0.5, ,335, ,22.1, 
152,Camarillo,Central Coast Valleys,6/26/2018,0100,177,0.00, ,0.00, ,0, ,1.5, ,13.0, ,98, ,12.7, ,0.5, ,12, ,21.4, 
152,Camarillo,Central Coast Valleys,6/26/2018,0200,177,0.00, ,0.00, ,0, ,1.5, ,13.0, ,99, ,12.8, ,0.5, ,82, ,20.8, 
152,Camarillo,Central Coast Valleys,6/26/2018,0300,177,0.00, ,0.00, ,0, ,1.6, ,14.0, ,98, ,13.7, ,0.8, ,52, ,20.2, 
152,Camarillo,Central Coast Valleys,6/26/2018,0400,177,0.00, ,0.00, ,0, ,1.6, ,14.7, ,98, ,14.4, ,1.1, ,49, ,19.9, 
152,Camarillo,Central Coast Valleys,6/26/2018,0500,177,0.00, ,0.00, ,1, ,1.7, ,15.2, ,98, ,15.0, ,1.0, ,37, ,19.7, 
152,Camarillo,Central Coast Valleys,6/26/2018,0600,177,0.00, ,0.00, ,26, ,1.7, ,15.3, ,98, ,15.0, ,1.1, ,63, ,19.5, 
152,Camarillo,Central Coast Valleys,6/26/2018,0700,177,0.06, ,0.00, ,110, ,1.7, ,15.5, ,96, ,14.8, ,1.2, ,29, ,19.4, 
152,Camarillo,Central Coast Valleys,6/26/2018,0800,177,0.14, ,0.00, ,267, ,1.7, ,16.3, ,93, ,15.2, ,0.8, ,0, ,19.4, 
152,Camarillo,Central Coast Valleys,6/26/2018,0900,177,0.41, ,0.00, ,682, ,1.7, ,18.5, ,81, ,15.2, ,1.3, ,278, ,19.6, 
152,Camarillo,Central Coast Valleys,6/26/2018,1000,177,0.55, ,0.00, ,854, ,1.7, ,20.5, ,72, ,15.3, ,1.8, ,245, ,20.2, 
152,Camarillo,Central Coast Valleys,6/26/2018,1100,177,0.65, ,0.00, ,960, ,1.8, ,21.5, ,70, ,15.8, ,2.5, ,250, ,21.0, 
152,Camarillo,Central Coast Valleys,6/26/2018,1200,177,0.70, ,0.00, ,1013, ,1.8, ,21.9, ,67, ,15.6, ,2.8, ,250, ,21.9, 
152,Camarillo,Central Coast Valleys,6/26/2018,1300,177,0.71, ,0.00, ,1009, ,1.8, ,22.0, ,66, ,15.5, ,3.1, ,231, ,22.8, 
152,Camarillo,Central Coast Valleys,6/26/2018,1400,177,0.66, ,0.00, ,948, ,1.7, ,22.2, ,65, ,15.3, ,2.9, ,242, ,23.8, 
152,Camarillo,Central Coast Valleys,6/26/2018,1500,177,0.58, ,0.00, ,843, ,1.7, ,22.0, ,65, ,15.2, ,3.0, ,227, ,24.7, 
152,Camarillo,Central Coast Valleys,6/26/2018,1600,177,0.47, ,0.00, ,686, ,1.7, ,21.9, ,66, ,15.1, ,3.4, ,221, ,25.5, 
152,Camarillo,Central Coast Valleys,6/26/2018,1700,177,0.34, ,0.00, ,489, ,1.8, ,21.5, ,70, ,15.7, ,3.1, ,221, ,25.9, 
152,Camarillo,Central Coast Valleys,6/26/2018,1800,177,0.19, ,0.00, ,272, ,1.8, ,21.1, ,73, ,16.0, ,2.2, ,237, ,26.0, 
152,Camarillo,Central Coast Valleys,6/26/2018,1900,177,0.03, ,0.00, ,77, ,1.8, ,19.8, ,78, ,15.8, ,1.3, ,255, ,25.7, 
152,Camarillo,Central Coast Valleys,6/26/2018,2000,177,0.00, ,0.00, ,2, ,1.8, ,18.4, ,84, ,15.6, ,1.8, ,222, ,25.2, 
152,Camarillo,Central Coast Valleys,6/26/2018,2100,177,0.00, ,0.00, ,0, ,1.8, ,17.5, ,88, ,15.5, ,1.5, ,211, ,24.5, 
152,Camarillo,Central Coast Valleys,6/26/2018,2200,177,0.00, ,0.00, ,0, ,1.7, ,17.0, ,89, ,15.2, ,1.2, ,209, ,23.7, 
152,Camarillo,Central Coast Valleys,6/26/2018,2300,177,0.00, ,0.00, ,0, ,1.7, ,16.1, ,94, ,15.1, ,0.7, ,164, ,23.1, 
152,Camarillo,Central Coast Valleys,6/26/2018,2400,177,0.00, ,0.00, ,0, ,1.8, ,15.9, ,97, ,15.4, ,1.2, ,211, ,22.4, 
152,Camarillo,Central Coast Valleys,6/27/2018,0100,178,0.00, ,0.00, ,0, ,1.8, ,16.0, ,97, ,15.5, ,1.1, ,251, ,21.9, 
152,Camarillo,Central Coast Valleys,6/27/2018,0200,178,0.00, ,0.00, ,0, ,1.8, ,15.9, ,98, ,15.5, ,0.8, ,312, ,21.5, 
152,Camarillo,Central Coast Valleys,6/27/2018,0300,178,0.00, ,0.00, ,0, ,1.8, ,15.9, ,98, ,15.6, ,0.8, ,35, ,21.1, 
152,Camarillo,Central Coast Valleys,6/27/2018,0400,178,0.00, ,0.00, ,0, ,1.8, ,15.8, ,98, ,15.5, ,0.6, ,63, ,20.8, 
152,Camarillo,Central Coast Valleys,6/27/2018,0500,178,0.00, ,0.00, ,1, ,1.8, ,15.8, ,98, ,15.4, ,0.7, ,67, ,20.6, 
152,Camarillo,Central Coast Valleys,6/27/2018,0600,178,0.00, ,0.00, ,25, ,1.8, ,15.8, ,98, ,15.5, ,0.8, ,68, ,20.3, 
152,Camarillo,Central Coast Valleys,6/27/2018,0700,178,0.05, ,0.00, ,97, ,1.8, ,15.9, ,98, ,15.5, ,1.0, ,69, ,20.2, 
152,Camarillo,Central Coast Valleys,6/27/2018,0800,178,0.14, ,0.00, ,270, ,1.8, ,16.3, ,96, ,15.7, ,0.9, ,228, ,20.1, 
152,Camarillo,Central Coast Valleys,6/27/2018,0900,178,0.41, ,0.00, ,694, ,1.8, ,18.6, ,85, ,16.0, ,1.7, ,246, ,20.3, 
152,Camarillo,Central Coast Valleys,6/27/2018,1000,178,0.56, ,0.00, ,867, ,1.8, ,20.0, ,78, ,16.0, ,2.2, ,247, ,20.8, 
152,Camarillo,Central Coast Valleys,6/27/2018,1100,178,0.65, ,0.00, ,975, ,1.8, ,21.0, ,74, ,16.3, ,1.9, ,240, ,21.4, 
152,Camarillo,Central Coast Valleys,6/27/2018,1200,178,0.69, ,0.00, ,1029, ,1.9, ,21.0, ,78, ,16.9, ,2.3, ,245, ,22.2, 
152,Camarillo,Central Coast Valleys,6/27/2018,1300,178,0.72, ,0.00, ,1024, ,1.9, ,22.5, ,70, ,16.7, ,2.8, ,235, ,22.9, 
152,Camarillo,Central Coast Valleys,6/27/2018,1400,178,0.67, ,0.00, ,963, ,1.9, ,22.2, ,69, ,16.4, ,3.3, ,232, ,23.7, 
152,Camarillo,Central Coast Valleys,6/27/2018,1500,178,0.60, ,0.00, ,858, ,1.8, ,22.1, ,68, ,16.0, ,3.4, ,223, ,24.3, 
152,Camarillo,Central Coast Valleys,6/27/2018,1600,178,0.48, ,0.00, ,702, ,1.8, ,21.9, ,67, ,15.6, ,3.3, ,222, ,24.8, 
152,Camarillo,Central Coast Valleys,6/27/2018,1700,178,0.33, ,0.00, ,503, ,1.7, ,21.0, ,69, ,15.0, ,3.2, ,222, ,25.2, 
152,Camarillo,Central Coast Valleys,6/27/2018,1800,178,0.20, ,0.00, ,286, ,1.7, ,20.4, ,69, ,14.5, ,2.4, ,225, ,25.2, 
152,Camarillo,Central Coast Valleys,6/27/2018,1900,178,0.03, ,0.00, ,82, ,1.6, ,19.5, ,72, ,14.3, ,1.6, ,217, ,25.0, 
152,Camarillo,Central Coast Valleys,6/27/2018,2000,178,0.00, ,0.00, ,2, ,1.6, ,18.3, ,77, ,14.2, ,1.1, ,227, ,24.4, 
152,Camarillo,Central Coast Valleys,6/27/2018,2100,178,0.00, ,0.00, ,0, ,1.6, ,17.2, ,82, ,14.1, ,1.8, ,212, ,23.7, 
152,Camarillo,Central Coast Valleys,6/27/2018,2200,178,0.00, ,0.00, ,0, ,1.6, ,16.3, ,87, ,14.1, ,1.3, ,214, ,22.9, 
152,Camarillo,Central Coast Valleys,6/27/2018,2300,178,0.00, ,0.00, ,0, ,1.6, ,15.4, ,90, ,13.8, ,0.5, ,213, ,22.2, 
152,Camarillo,Central Coast Valleys,6/27/2018,2400,178,0.00,R,0.00, ,0, ,1.5, ,14.7, ,92, ,13.4, ,0.4,I,213, ,21.6, 
152,Camarillo,Central Coast Valleys,6/28/2018,0100,179,0.00, ,0.00, ,0, ,1.6, ,15.6, ,92, ,14.2, ,0.5, ,251, ,21.1, 
152,Camarillo,Central Coast Valleys,6/28/2018,0200,179,0.00, ,0.00, ,0, ,1.6, ,15.8, ,91, ,14.4, ,0.5, ,287, ,20.7, 
152,Camarillo,Central Coast Valleys,6/28/2018,0300,179,0.00, ,0.00, ,0, ,1.6, ,15.8, ,91, ,14.3, ,0.6, ,241, ,20.5, 
152,Camarillo,Central Coast Valleys,6/28/2018,0400,179,0.00, ,0.00, ,0, ,1.6, ,15.6, ,92, ,14.3, ,0.9, ,213, ,20.3, 
152,Camarillo,Central Coast Valleys,6/28/2018,0500,179,0.00, ,0.00, ,1, ,1.6, ,15.5, ,91, ,14.0, ,0.8, ,238, ,20.1, 
152,Camarillo,Central Coast Valleys,6/28/2018,0600,179,0.01, ,0.00, ,29, ,1.6, ,15.4, ,92, ,14.2, ,1.3, ,42, ,19.9, 
152,Camarillo,Central Coast Valleys,6/28/2018,0700,179,0.04, ,0.00, ,74, ,1.6, ,15.8, ,90, ,14.2, ,0.9, ,352, ,19.7, 
152,Camarillo,Central Coast Valleys,6/28/2018,0800,179,0.09, ,0.00, ,181, ,1.6, ,16.6, ,86, ,14.3, ,1.1, ,257, ,19.7, 
152,Camarillo,Central Coast Valleys,6/28/2018,0900,179,0.36, ,0.00, ,588, ,1.7, ,18.2, ,80, ,14.7, ,1.2, ,267, ,19.8, 
152,Camarillo,Central Coast Valleys,6/28/2018,1000,179,0.54, ,0.00, ,852, ,1.7, ,20.0, ,73, ,15.0, ,1.5, ,274, ,20.3, 
152,Camarillo,Central Coast Valleys,6/28/2018,1100,179,0.65, ,0.00, ,950, ,1.8, ,21.7, ,68, ,15.5, ,2.5, ,254, ,21.2, 
152,Camarillo,Central Coast Valleys,6/28/2018,1200,179,0.70, ,0.00, ,1001, ,1.8, ,22.0, ,66, ,15.5, ,3.2, ,234, ,22.2, 
152,Camarillo,Central Coast Valleys,6/28/2018,1300,179,0.70, ,0.00, ,997, ,1.8, ,22.0, ,67, ,15.5, ,3.2, ,233, ,23.2, 
152,Camarillo,Central Coast Valleys,6/28/2018,1400,179,0.66, ,0.00, ,938, ,1.7, ,21.9, ,65, ,15.1, ,3.5, ,229, ,24.2, 
152,Camarillo,Central Coast Valleys,6/28/2018,1500,179,0.56, ,0.00, ,816, ,1.7, ,21.7, ,66, ,15.2, ,3.5, ,222, ,25.2, 
152,Camarillo,Central Coast Valleys,6/28/2018,1600,179,0.46, ,0.00, ,674, ,1.7, ,21.1, ,67, ,14.7, ,3.3, ,224, ,25.8, 
152,Camarillo,Central Coast Valleys,6/28/2018,1700,179,0.34, ,0.00, ,480, ,1.6, ,20.9, ,65, ,14.1, ,3.0, ,213, ,26.2, 
152,Camarillo,Central Coast Valleys,6/28/2018,1800,179,0.19, ,0.00, ,265, ,1.6, ,20.4, ,66, ,13.9, ,2.6, ,228, ,26.3, 
152,Camarillo,Central Coast Valleys,6/28/2018,1900,179,0.04, ,0.00, ,72, ,1.6, ,18.9, ,73, ,14.0, ,2.3, ,223, ,26.0, 
152,Camarillo,Central Coast Valleys,6/28/2018,2000,179,0.00, ,0.00, ,2, ,1.6, ,17.3, ,80, ,13.8, ,1.3, ,243, ,25.4, 
152,Camarillo,Central Coast Valleys,6/28/2018,2100,179,0.00, ,0.00, ,0, ,1.6, ,16.4, ,84, ,13.7, ,1.0, ,270, ,24.6, 
152,Camarillo,Central Coast Valleys,6/28/2018,2200,179,0.00,R,0.00, ,0, ,1.6, ,15.7, ,88, ,13.7, ,0.4,I,311, ,23.9, 
152,Camarillo,Central Coast Valleys,6/28/2018,2300,179,0.00, ,0.00, ,0, ,1.5, ,14.6, ,93, ,13.5, ,0.5, ,20, ,23.1, 
152,Camarillo,Central Coast Valleys,6/28/2018,2400,179,0.00, ,0.00, ,0, ,1.5, ,13.6, ,97, ,13.1, ,0.5, ,339, ,22.5, 
152,Camarillo,Central Coast Valleys,6/29/2018,0100,180,0.00, ,0.00, ,0, ,1.5, ,13.1, ,98, ,12.7, ,0.5, ,10, ,21.8, 
152,Camarillo,Central Coast Valleys,6/29/2018,0200,180,0.00, ,0.00, ,0, ,1.5, ,12.8, ,98, ,12.6, ,0.5, ,65, ,21.2, 
152,Camarillo,Central Coast Valleys,6/29/2018,0300,180,0.00, ,0.00, ,0, ,1.5, ,13.0, ,98, ,12.6, ,0.8, ,105, ,20.6, 
152,Camarillo,Central Coast Valleys,6/29/2018,0400,180,0.00, ,0.00, ,0, ,1.5, ,13.7, ,96, ,13.0, ,0.9, ,44, ,20.1, 
152,Camarillo,Central Coast Valleys,6/29/2018,0500,180,0.00, ,0.00, ,1, ,1.6, ,14.3, ,96, ,13.6, ,0.7, ,49, ,19.8, 
152,Camarillo,Central Coast Valleys,6/29/2018,0600,180,0.00, ,0.00, ,24, ,1.6, ,14.8, ,96, ,14.2, ,0.6, ,47, ,19.6, 
152,Camarillo,Central Coast Valleys,6/29/2018,0700,180,0.04, ,0.00, ,77, ,1.7, ,15.6, ,95, ,14.8, ,0.6, ,48, ,19.5, 
152,Camarillo,Central Coast Valleys,6/29/2018,0800,180,0.08, ,0.00, ,165, ,1.7, ,16.4, ,93, ,15.3, ,0.5, ,48, ,19.5, 
152,Camarillo,Central Coast Valleys,6/29/2018,0900,180,0.23, ,0.00, ,391, ,1.6, ,18.1, ,79, ,14.4, ,1.0, ,348, ,19.7, 
152,Camarillo,Central Coast Valleys,6/29/2018,1000,180,0.50, ,0.00, ,743, ,1.6, ,20.7, ,67, ,14.3, ,1.7, ,274, ,20.1, 
152,Camarillo,Central Coast Valleys,6/29/2018,1100,180,0.67, ,0.00, ,980, ,1.7, ,21.4, ,68, ,15.2, ,2.8, ,234, ,20.8, 
152,Camarillo,Central Coast Valleys,6/29/2018,1200,180,0.67, ,0.00, ,966, ,1.7, ,21.5, ,68, ,15.2, ,3.0, ,226, ,21.6, 
152,Camarillo,Central Coast Valleys,6/29/2018,1300,180,0.70, ,0.00, ,1010, ,1.8, ,21.9, ,67, ,15.4, ,3.1, ,228, ,22.5, 
152,Camarillo,Central Coast Valleys,6/29/2018,1400,180,0.64, ,0.00, ,891, ,1.7, ,22.4, ,64, ,15.3, ,2.9, ,244, ,23.5, 
152,Camarillo,Central Coast Valleys,6/29/2018,1500,180,0.58, ,0.00, ,803, ,1.7, ,22.3, ,64, ,15.1, ,2.9, ,235, ,24.4, 
152,Camarillo,Central Coast Valleys,6/29/2018,1600,180,0.47, ,0.00, ,665, ,1.7, ,21.9, ,64, ,14.8, ,3.0, ,230, ,25.1, 
152,Camarillo,Central Coast Valleys,6/29/2018,1700,180,0.33, ,0.00, ,470, ,1.6, ,21.2, ,65, ,14.4, ,2.8, ,233, ,25.6, 
152,Camarillo,Central Coast Valleys,6/29/2018,1800,180,0.19, ,0.00, ,253, ,1.6, ,20.4, ,67, ,14.1, ,2.6, ,240, ,25.7, 
152,Camarillo,Central Coast Valleys,6/29/2018,1900,180,0.03, ,0.00, ,69, ,1.6, ,19.3, ,71, ,14.0, ,1.6, ,260, ,25.4, 
152,Camarillo,Central Coast Valleys,6/29/2018,2000,180,0.00, ,0.00, ,2, ,1.6, ,17.8, ,78, ,13.9, ,1.9, ,227, ,24.9, 
152,Camarillo,Central Coast Valleys,6/29/2018,2100,180,0.00, ,0.00, ,0, ,1.6, ,16.9, ,83, ,14.0, ,1.4, ,229, ,24.1, 
152,Camarillo,Central Coast Valleys,6/29/2018,2200,180,0.00, ,0.00, ,0, ,1.6, ,16.2, ,86, ,13.9, ,1.0, ,208, ,23.4, 
152,Camarillo,Central Coast Valleys,6/29/2018,2300,180,0.00, ,0.00, ,0, ,1.5, ,15.4, ,89, ,13.5, ,0.5, ,163, ,22.7, 
152,Camarillo,Central Coast Valleys,6/29/2018,2400,180,0.00, ,0.00, ,0, ,1.5, ,14.4, ,91, ,12.9, ,0.5, ,133, ,22.1, 
152,Camarillo,Central Coast Valleys,6/30/2018,0100,181,0.00, ,0.00, ,0, ,1.5, ,13.8, ,93, ,12.6, ,0.5, ,134, ,21.5, 
152,Camarillo,Central Coast Valleys,6/30/2018,0200,181,0.00, ,0.00, ,0, ,1.5, ,13.9, ,94, ,12.9, ,0.5, ,103, ,21.0, 
152,Camarillo,Central Coast Valleys,6/30/2018,0300,181,0.00, ,0.00, ,0, ,1.5, ,14.7, ,91, ,13.3, ,0.5, ,60, ,20.5, 
152,Camarillo,Central Coast Valleys,6/30/2018,0400,181,0.00, ,0.00, ,0, ,1.6, ,15.5, ,89, ,13.6, ,0.5, ,15, ,20.3, 
152,Camarillo,Central Coast Valleys,6/30/2018,0500,181,0.00, ,0.00, ,1, ,1.6, ,16.1, ,88, ,14.0, ,0.5, ,14, ,20.1, 
152,Camarillo,Central Coast Valleys,6/30/2018,0600,181,0.01, ,0.00, ,26, ,1.6, ,16.6, ,87, ,14.4, ,0.5, ,14, ,19.9, 
152,Camarillo,Central Coast Valleys,6/30/2018,0700,181,0.06, ,0.00, ,97, ,1.7, ,17.6, ,84, ,14.8, ,0.7, ,25, ,19.9, 
152,Camarillo,Central Coast Valleys,6/30/2018,0800,181,0.11, ,0.00, ,197, ,1.7, ,17.8, ,83, ,15.0, ,1.4, ,76, ,19.9, 
152,Camarillo,Central Coast Valleys,6/30/2018,0900,181,0.11, ,0.00, ,221, ,1.7, ,19.2, ,76, ,14.8, ,0.9, ,80, ,20.0, 
152,Camarillo,Central Coast Valleys,6/30/2018,1000,181,0.17, ,0.00, ,316, ,1.7, ,20.5, ,72, ,15.2, ,0.8, ,99, ,20.3, 
152,Camarillo,Central Coast Valleys,6/30/2018,1100,181,0.62, ,0.00, ,921, ,1.8, ,21.6, ,72, ,16.2, ,2.2, ,279, ,20.7, 
152,Camarillo,Central Coast Valleys,6/30/2018,1200,181,0.68, ,0.00, ,986, ,1.9, ,22.6, ,69, ,16.6, ,2.5, ,267, ,21.5, 
152,Camarillo,Central Coast Valleys,6/30/2018,1300,181,0.68, ,0.00, ,966, ,1.9, ,22.9, ,68, ,16.7, ,2.9, ,230, ,22.6, 
152,Camarillo,Central Coast Valleys,6/30/2018,1400,181,0.65, ,0.00, ,925, ,1.9, ,22.9, ,68, ,16.7, ,3.0, ,244, ,23.7, 
152,Camarillo,Central Coast Valleys,6/30/2018,1500,181,0.56, ,0.00, ,819, ,1.9, ,22.5, ,68, ,16.4, ,2.9, ,254, ,24.8, 
152,Camarillo,Central Coast Valleys,6/30/2018,1600,181,0.46, ,0.00, ,666, ,1.8, ,22.1, ,69, ,16.2, ,2.9, ,241, ,25.6, 
152,Camarillo,Central Coast Valleys,6/30/2018,1700,181,0.33, ,0.00, ,474, ,1.8, ,21.6, ,70, ,15.9, ,2.6, ,232, ,26.1, 
152,Camarillo,Central Coast Valleys,6/30/2018,1800,181,0.19, ,0.00, ,264, ,1.8, ,20.8, ,72, ,15.6, ,2.3, ,233, ,26.3, 
152,Camarillo,Central Coast Valleys,6/30/2018,1900,181,0.03, ,0.00, ,73, ,1.7, ,19.6, ,76, ,15.3, ,2.1, ,224, ,26.1, 
152,Camarillo,Central Coast Valleys,6/30/2018,2000,181,0.00, ,0.00, ,2, ,1.7, ,18.3, ,81, ,15.0, ,1.7, ,225, ,25.5, 
152,Camarillo,Central Coast Valleys,6/30/2018,2100,181,0.00, ,0.00, ,0, ,1.7, ,17.6, ,85, ,15.0, ,1.3, ,214, ,24.8, 
152,Camarillo,Central Coast Valleys,6/30/2018,2200,181,0.00, ,0.00, ,0, ,1.7, ,17.2, ,86, ,14.9, ,0.8, ,213, ,24.0, 
152,Camarillo,Central Coast Valleys,6/30/2018,2300,181,0.00, ,0.00, ,0, ,1.7, ,15.9, ,93, ,14.7, ,0.5, ,124, ,23.3, 
152,Camarillo,Central Coast Valleys,6/30/2018,2400,181,0.00, ,0.00, ,0, ,1.6, ,14.8, ,97, ,14.3, ,0.6, ,337, ,22.7, 
152,Camarillo,Central Coast Valleys,7/1/2018,0100,182,0.00, ,0.00, ,0, ,1.6, ,14.8, ,98, ,14.5, ,0.5, ,3, ,22.1, 
152,Camarillo,Central Coast Valleys,7/1/2018,0200,182,0.00, ,0.00, ,0, ,1.7, ,15.3, ,98, ,14.9, ,0.7, ,50, ,21.5, 
152,Camarillo,Central Coast Valleys,7/1/2018,0300,182,0.00, ,0.00, ,0, ,1.7, ,15.7, ,96, ,15.1, ,0.8, ,41, ,21.2, 
152,Camarillo,Central Coast Valleys,7/1/2018,0400,182,0.00, ,0.00, ,0, ,1.8, ,16.2, ,96, ,15.4, ,1.1, ,35, ,20.8, 
152,Camarillo,Central Coast Valleys,7/1/2018,0500,182,0.00, ,0.00, ,1, ,1.8, ,16.4, ,94, ,15.5, ,1.5, ,40, ,20.6, 
152,Camarillo,Central Coast Valleys,7/1/2018,0600,182,0.00, ,0.00, ,16, ,1.8, ,16.7, ,94, ,15.7, ,1.3, ,41, ,20.4, 
152,Camarillo,Central Coast Valleys,7/1/2018,0700,182,0.05, ,0.00, ,78, ,1.8, ,17.0, ,92, ,15.7, ,1.6, ,40, ,20.2, 
152,Camarillo,Central Coast Valleys,7/1/2018,0800,182,0.06, ,0.00, ,126, ,1.7, ,17.9, ,85, ,15.3, ,0.8, ,80, ,20.2, 
152,Camarillo,Central Coast Valleys,7/1/2018,0900,182,0.30, ,0.00, ,484, ,1.7, ,19.3, ,77, ,15.1, ,1.0, ,307, ,20.2, 
152,Camarillo,Central Coast Valleys,7/1/2018,1000,182,0.53, ,0.00, ,834, ,1.8, ,21.0, ,70, ,15.4, ,1.2, ,286, ,20.6, 
152,Camarillo,Central Coast Valleys,7/1/2018,1100,182,0.65, ,0.00, ,943, ,1.8, ,22.5, ,66, ,15.9, ,2.1, ,258, ,21.4, 
152,Camarillo,Central Coast Valleys,7/1/2018,1200,182,0.70, ,0.00, ,995, ,1.9, ,23.0, ,66, ,16.4, ,2.8, ,233, ,22.3, 
152,Camarillo,Central Coast Valleys,7/1/2018,1300,182,0.71, ,0.00, ,995, ,1.9, ,23.2, ,66, ,16.6, ,2.8, ,234, ,23.3, 
152,Camarillo,Central Coast Valleys,7/1/2018,1400,182,0.67, ,0.00, ,942, ,1.9, ,22.9, ,67, ,16.6, ,3.3, ,229, ,24.3, 
152,Camarillo,Central Coast Valleys,7/1/2018,1500,182,0.59, ,0.00, ,838, ,1.8, ,22.7, ,67, ,16.2, ,3.3, ,231, ,25.3, 
152,Camarillo,Central Coast Valleys,7/1/2018,1600,182,0.46, ,0.00, ,684, ,1.8, ,22.0, ,68, ,15.8, ,3.1, ,234, ,26.0, 
152,Camarillo,Central Coast Valleys,7/1/2018,1700,182,0.34, ,0.00, ,489, ,1.8, ,21.8, ,68, ,15.5, ,2.8, ,228, ,26.4, 
152,Camarillo,Central Coast Valleys,7/1/2018,1800,182,0.20, ,0.00, ,274, ,1.8, ,21.0, ,72, ,15.7, ,2.8, ,218, ,26.5, 
152,Camarillo,Central Coast Valleys,7/1/2018,1900,182,0.04, ,0.00, ,78, ,1.8, ,20.2, ,76, ,15.8, ,2.3, ,215, ,26.3, 
152,Camarillo,Central Coast Valleys,7/1/2018,2000,182,0.00, ,0.00, ,2, ,1.8, ,18.8, ,84, ,16.1, ,1.8, ,238, ,25.7, 
152,Camarillo,Central Coast Valleys,7/1/2018,2100,182,0.00, ,0.00, ,0, ,1.8, ,18.1, ,86, ,15.8, ,1.3, ,256, ,25.0, 
152,Camarillo,Central Coast Valleys,7/1/2018,2200,182,0.00, ,0.00, ,0, ,1.8, ,17.8, ,87, ,15.6, ,1.2, ,234, ,24.3, 
152,Camarillo,Central Coast Valleys,7/1/2018,2300,182,0.00, ,0.00, ,0, ,1.8, ,17.4, ,90, ,15.7, ,1.2, ,213, ,23.8, 
152,Camarillo,Central Coast Valleys,7/1/2018,2400,182,0.00, ,0.00, ,0, ,1.8, ,16.9, ,94, ,15.9, ,1.1, ,220, ,23.2, 
152,Camarillo,Central Coast Valleys,7/2/2018,0100,183,0.00, ,0.00, ,0, ,1.8, ,16.6, ,94, ,15.7, ,1.1, ,212, ,22.7, 
152,Camarillo,Central Coast Valleys,7/2/2018,0200,183,0.00, ,0.00, ,0, ,1.8, ,16.4, ,95, ,15.6, ,0.8, ,144, ,22.3, 
152,Camarillo,Central Coast Valleys,7/2/2018,0300,183,0.00, ,0.00, ,0, ,1.8, ,16.3, ,95, ,15.5, ,0.8, ,195, ,21.9, 
152,Camarillo,Central Coast Valleys,7/2/2018,0400,183,0.00, ,0.00, ,0, ,1.8, ,16.2, ,96, ,15.6, ,0.5, ,275, ,21.5, 
152,Camarillo,Central Coast Valleys,7/2/2018,0500,183,0.00, ,0.00, ,1, ,1.8, ,16.3, ,95, ,15.5, ,1.0, ,220, ,21.2, 
152,Camarillo,Central Coast Valleys,7/2/2018,0600,183,0.01, ,0.00, ,23, ,1.8, ,16.4, ,95, ,15.6, ,0.9, ,229, ,21.0, 
152,Camarillo,Central Coast Valleys,7/2/2018,0700,183,0.06, ,0.00, ,95, ,1.8, ,17.2, ,90, ,15.5, ,1.2, ,201, ,20.7, 
152,Camarillo,Central Coast Valleys,7/2/2018,0800,183,0.14, ,0.00, ,239, ,1.8, ,18.0, ,85, ,15.5, ,1.4, ,220, ,20.7, 
152,Camarillo,Central Coast Valleys,7/2/2018,0900,183,0.38, ,0.00, ,585, ,1.8, ,19.5, ,78, ,15.6, ,1.7, ,242, ,20.8, 
152,Camarillo,Central Coast Valleys,7/2/2018,1000,183,0.55, ,0.00, ,855, ,1.8, ,20.5, ,73, ,15.5, ,2.1, ,236, ,21.2, 
152,Camarillo,Central Coast Valleys,7/2/2018,1100,183,0.64, ,0.00, ,945, ,1.8, ,21.2, ,71, ,15.8, ,2.6, ,221, ,21.8, 
152,Camarillo,Central Coast Valleys,7/2/2018,1200,183,0.67, ,0.00, ,980, ,1.8, ,21.9, ,69, ,15.9, ,2.9, ,233, ,22.6, 
152,Camarillo,Central Coast Valleys,7/2/2018,1300,183,0.70, ,0.00, ,998, ,1.8, ,22.0, ,67, ,15.7, ,3.1, ,233, ,23.4, 
152,Camarillo,Central Coast Valleys,7/2/2018,1400,183,0.66, ,0.00, ,946, ,1.7, ,22.1, ,65, ,15.3, ,3.0, ,241, ,24.3, 
