date,block,tunnel,trt,cane,n_lesions,lesion_length_1,lesion_length_2,lesion_length_3,lesion_length_4,lesion_length_5,status,notes
2018-02-13,4,2-row,twine,7,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,2-row,twine,7,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,twine,7,1,2.5,no lesion,no lesion,no lesion,no lesion,,cracked lesion
2018-02-13,4,2-row,twine,8,1,2.75,no lesion,no lesion,no lesion,no lesion,above twine,between 1st and 2nd twine
2018-03-13,4,2-row,twine,8,1,4,no lesion,no lesion,no lesion,no lesion,above twine,sporulating at the bud
2018-04-11,4,2-row,twine,8,1,4,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,4,2-row,twine,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,twine,9,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,twine,9,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,2-row,twine,10,1,1.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,2-row,twine,10,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,1,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,twine,1,1,0.625,no lesion,no lesion,no lesion,no lesion,,data missing on sheet; added value from last date manually during analysis
2018-04-11,5,2-row,twine,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,2,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,twine,2,1,0.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,2,1,24.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,3,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,twine,3,2,1.5,2.375,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,3,2,3,4.5,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,twine,4,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,4,1,22.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,5,2-row,twine,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,twine,5,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,5,1,9,no lesion,no lesion,no lesion,no lesion,,will merge with the ground lesion
2018-02-13,5,2-row,twine,6,1,2.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,twine,6,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,6,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,7,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,2-row,twine,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,7,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,twine,8,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,8,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,2-row,twine,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,twine,9,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,9,1,6,no lesion,no lesion,no lesion,no lesion,,merged with a new lesion
2018-02-13,5,2-row,twine,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,2-row,twine,10,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,2-row,twine,10,1,1.25,no lesion,no lesion,no lesion,no lesion,,cracked
2018-02-13,1,3-row,blade,1,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,1,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,blade,2,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,2,1,1.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,2,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,blade,3,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,3,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,3,1,6.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,blade,4,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,4,1,2.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,4,1,2.5,no lesion,no lesion,no lesion,no lesion,,"lesion 2 length missing, n_lesion changed to 1"
2018-02-13,1,3-row,blade,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,1,3-row,blade,5,1,0.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,5,1,5.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,blade,6,2,2.625,2.5,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,6,2,3.25,3,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,6,2,3.5,3,no lesion,no lesion,no lesion,,filled missing length lesion 3 from rating sheet
2018-02-13,1,3-row,blade,7,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,7,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,7,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,1,3-row,blade,8,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,8,1,2.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,8,.,.,no lesion,no lesion,no lesion,no lesion,tag missing,cant find the tag
2018-02-13,1,3-row,blade,9,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,9,1,1.1875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,9,1,1.5,no lesion,no lesion,no lesion,no lesion,,lesion cracked
2018-02-13,1,3-row,blade,10,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,1,3-row,blade,10,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,1,3-row,blade,10,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,1,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,1,1,1.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,1,1,4.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,2,1,2.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,2,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,2,1,6.25,no lesion,no lesion,no lesion,no lesion,,merged with new lighter lesion that is surrounding the lesion
2018-02-13,2,3-row,blade,3,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,3,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,3,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,4,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,4,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,4,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,5,1,0.28125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,5,1,0.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,5,1,4.125,no lesion,no lesion,no lesion,no lesion,,merged with the surrounding lesions
2018-02-13,2,3-row,blade,6,1,0.53125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,6,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,6,1,1,no lesion,no lesion,no lesion,no lesion,,cracked
2018-02-13,2,3-row,blade,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,7,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,8,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,blade,8,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,blade,8,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,3-row,blade,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,2,3-row,blade,9,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,blade,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,2,3-row,blade,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,2,3-row,blade,10,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,blade,1,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,blade,1,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,1,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,blade,2,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,blade,2,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,2,1,15.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with a new lesion and with the ground lesion
2018-02-13,3,3-row,blade,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,blade,3,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,3,1,2.125,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,blade,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,blade,4,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,blade,4,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,blade,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,blade,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,blade,5,1,2.125,no lesion,no lesion,no lesion,no lesion,,may soon merge with the surrounding lesion
2018-02-13,3,3-row,blade,6,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,blade,6,1,8,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,6,1,26,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,3-row,blade,7,2,0.625,1.75,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,blade,7,2,2,0.125,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,7,2,2.5,9,no lesion,no lesion,no lesion,merged with ground lesion,smaller lesion merged with the ground lesion
2018-02-13,3,3-row,blade,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,blade,8,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,8,1,20.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,3-row,blade,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now above twine later,
2018-03-13,3,3-row,blade,9,1,2.875,no lesion,no lesion,no lesion,no lesion,above twine,between twine 1 and 2
2018-04-11,3,3-row,blade,9,1,3.25,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,blade,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,blade,10,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,blade,10,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,blade,1,2,0.625,1,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,1,2,1.875,1,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,1,2,16,merged,no lesion,no lesion,no lesion,n_lesions revised to previous,Used to be 2 lesions they have now merged and with a new lesion
2018-02-13,4,3-row,blade,2,1,8.75,no lesion,no lesion,no lesion,no lesion,cane broken no data,bent cane and sporulating
2018-03-13,4,3-row,blade,2,1,15.5,no lesion,no lesion,no lesion,no lesion,cane broken no data,broken cane and sporulating above the break
2018-04-11,4,3-row,blade,2,1,22.25,no lesion,no lesion,no lesion,no lesion,cane broken no data,Cane broke so the lesion extends long
2018-02-13,4,3-row,blade,3,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,3,1,2.1875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,3,1,16.875,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,blade,4,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,4,1,2.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,4,1,13.75,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,4,3-row,blade,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,blade,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,4,3-row,blade,5,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,blade,6,1,0.375,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,6,1,0.375,no lesion,no lesion,no lesion,no lesion,,within 9 inches of a new lesion that may merge by the next round
2018-04-11,4,3-row,blade,6,1,38,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,4,3-row,blade,7,1,0.6875,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,7,1,0.75,lesion later,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,7,2,0.75,11.5,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,blade,8,1,4,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,8,1,5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,8,1,5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,blade,9,1,1.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,4,3-row,blade,9,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,9,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,blade,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,4,3-row,blade,10,1,6,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,4,3-row,blade,10,1,20,no lesion,no lesion,no lesion,no lesion,,old lesion engulfed by new lesion
2018-02-13,5,3-row,blade,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,1,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,2,1,0.625,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,2,1,0.75,lesion later,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,2,2,0.75,1,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,3,2,3.5,0.625,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,3,2,0.625,3.875,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,3,2,0.75,4,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,4,2,3,2.125,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,4,2,2,3.75,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,4,2,2.25,4.5,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,5,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,5,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,5,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,6,2,6.75,1.25,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,6,2,6.75,1.375,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,6,.,.,no lesion,no lesion,no lesion,no lesion,tag missing,cant find tag
2018-02-13,5,3-row,blade,7,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,7,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,7,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,8,1,4,lesion later,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,8,2,4.125,1.5,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,8,2,4.25,1.625,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,9,1,1.0625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,5,3-row,blade,9,1,1,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,9,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,5,3-row,blade,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,5,3-row,blade,10,1,0.625,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,5,3-row,blade,10,1,0.75,no lesion,no lesion,no lesion,no lesion,,cracked lesion
2018-02-13,1,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,2,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,2,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,2,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,3,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,3,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,3,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,4,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,4,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,4,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,5,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,5,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,5,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,6,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,6,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,6,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,8,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,8,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,8,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,9,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,1,3-row,control,10,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,1,3-row,control,10,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-04-11,1,3-row,control,10,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-02-13,2,3-row,control,1,1,15.5,no lesion,no lesion,no lesion,no lesion,,sporulating
2018-03-13,2,3-row,control,1,1,18.125,no lesion,no lesion,no lesion,no lesion,,broken and sporulating
2018-04-11,2,3-row,control,1,1,25.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,2,3-row,control,2,2,2,1,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,2,2,2,1.125,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,2,2,3.125,1.75,no lesion,no lesion,no lesion,,the 3.125 lesion may merge with the ground lesion soon
2018-02-13,2,3-row,control,3,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,3,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,3,1,2.5,no lesion,no lesion,no lesion,no lesion,,may merge next to the top and bottom lesion that is surrounding it soon
2018-02-13,2,3-row,control,4,1,1.25,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,4,1,3.125,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,4,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,control,5,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,5,1,3.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,5,1,5,no lesion,no lesion,no lesion,no lesion,,about to merge with the ground lesion
2018-02-13,2,3-row,control,6,1,1.125,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,6,1,1.5,no lesion,no lesion,no lesion,no lesion,,sporulating at the petiole
2018-04-11,2,3-row,control,6,1,1.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,2,3-row,control,7,1,0.75,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,7,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,7,1,17,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,2,3-row,control,8,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,8,1,2.5,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,8,1,36,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,2,3-row,control,9,1,7.625,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,2,3-row,control,9,1,9,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,2,3-row,control,9,1,44.25,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,2,3-row,control,10,1,7.3125,no lesion,no lesion,no lesion,no lesion,,looks like 2 lesions that merged together
2018-03-13,2,3-row,control,10,1,7,no lesion,no lesion,no lesion,no lesion,,2 lesions merged
2018-04-11,2,3-row,control,10,1,42.5,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,lesion merged with the ground lesion
2018-02-13,3,3-row,control,1,1,3.875,no lesion,no lesion,no lesion,no lesion,above twine,between 2nd and 3rd twine
2018-03-13,3,3-row,control,1,1,5.3125,no lesion,no lesion,no lesion,no lesion,above twine,between 2nd and 3rd twine and sporulating
2018-04-11,3,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,above twine tag missing,cant find the tag
2018-02-13,3,3-row,control,2,1,3.125,no lesion,no lesion,no lesion,no lesion,above twine,between 2nd and 3rd twine
2018-03-13,3,3-row,control,2,1,3.5,no lesion,no lesion,no lesion,no lesion,above twine,
2018-04-11,3,3-row,control,2,1,7,no lesion,no lesion,no lesion,no lesion,above twine,
2018-02-13,3,3-row,control,3,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,3,1,3,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,control,3,1,28.75,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with a new lesion and with the ground lesion
2018-02-13,3,3-row,control,4,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,4,0,lesion later,lesion later,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,control,4,2,1,1.75,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,control,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,5,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,control,5,1,9.375,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,control,6,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-03-13,3,3-row,control,6,1,29,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,control,6,1,36,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,3-row,control,7,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,7,1,0.875,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,control,7,.,.,no lesion,no lesion,no lesion,no lesion,tag missing,cant find the tag
2018-02-13,3,3-row,control,8,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,8,1,3.25,no lesion,no lesion,no lesion,no lesion,,
2018-04-11,3,3-row,control,8,1,19,no lesion,no lesion,no lesion,no lesion,merged with ground lesion,merged with the ground lesion
2018-02-13,3,3-row,control,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,9,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,control,9,1,2,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,3,3-row,control,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-03-13,3,3-row,control,10,0,lesion later,no lesion,no lesion,no lesion,no lesion,no data now yes later,
2018-04-11,3,3-row,control,10,1,1.5,no lesion,no lesion,no lesion,no lesion,,
2018-02-13,4,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
2018-03-13,4,3-row,control,1,.,.,no lesion,no lesion,no lesion,no lesion,compromised control,
